recordid,name,cwid
001Pn000010f0OcIAI,Baraga Area Schools,19366
001Pn000010f0RlIAI,Genesee ISD,21229
001Pn000010f0WbIAI,Build Labs,21228
001Pn000010f0WcIAI,Muskegon Public Schools,20785
001Pn000010f0d3IAA,River Valley Schools,21223
001Pn000010f0d4IAA,EC Brooks Correctional Facility,20860
001Pn000010f0hvIAA,Larry’s Collision,21040
001Pn000010f0hwIAA,Buena Vista Grow,20853
001Pn000010f0oQIAQ,CBRE 1425 Michigan,19423
001Pn000010f0pxIAA,Broken Wheel Ministries,21215
001Pn000010f0raIAA,Alpena Harborside,20699
001Pn000010f0reIAA,Wolgast Corporation,19367
001Pn000010f0wPIAQ,Signature Associates,21206
001Pn000010f0wQIAQ,Godfrey Lee Public Schools,21123
001Pn000010f0zfIAA,Blossomland Learning Center 2020,20440
001Pn000010f11KIAQ,"C.L. Mahoney Company, Inc.",19457
001Pn000010f14UIAQ,Infusion Associates,21161
001Pn000010f17jIAA,Chassell Schools,20412
001Pn000010f1CYIAY,Central United Methodist Church,20944
001Pn000010f1CbIAI,Rivertown Contractors Inc,19860
001Pn000010f1FlIAI,Stepping Stones Montessori,21191
001Pn000010f1HPIAY,City of Livonia-DPW,19440
001Pn000010f1MEIAY,Kalamazoo Behavioral Health,21124
001Pn000010f1NqIAI,Gladwin City Wastewater Plant,20573
001Pn000010f1PRIAY,ConnectBooster,21184
001Pn000010f1SlIAI,City of Muskegon,19441
001Pn000010f1VwIAI,Alcona Community Schools,19325
001Pn000010f1VxIAI,Request Heating & Cooling,19853
001Pn000010f1VzIAI,Power Process Piping Inc,21956
001Pn000010f1XVIAY,United Automation Corporation,21179
001Pn000010f1XZIAY,Hertz Group,19633
001Pn000010f1Z7IAI,Kore Wireless,21178
001Pn000010f1ajIAA,HopSide Brewery,21177
001Pn000010f1fZIAQ,Watervliet Public Schools,21172
001Pn000010f1ioIAA,Boyne Falls Public Schools,21085
001Pn000010f1kSIAQ,The Christman Company,19429
001Pn000010f1niIAA,Poolpak,19832
001Pn000010f1quIAA,ZetaOne,20419
001Pn000010f1uEIAQ,City of Beaverton,20451
001Pn000010f1xKIAQ,Chippewa Nature Center,20847
001Pn000010f229IAA,City of Kentwood,21159
001Pn000010f23qIAA,East Muskegon Roofing & Sheet,19513
001Pn000010f271IAA,Environmental Systems Inc,20094
001Pn000010f2BrIAI,AmWINS,20893
001Pn000010f2BvIAI,Saline Area Schools,19876
001Pn000010f2DRIAY,Construction Simplified,21150
001Pn000010f2IJIAY,BVW Property Management,19526
001Pn000010f2LZIAY,GMB Architecture,19584
001Pn000010f2OjIAI,Red Arrow Farm,21137
001Pn000010f2WoIAI,ABI Mechanical,20804
001Pn000010f2WrIAI,Delta Dental of Michigan,19486
001Pn000010f2YQIAY,Muskegon County Central Dispatch,20854
001Pn000010f2dFIAQ,Mark of the Z Heating & Cooling,21119
001Pn000010f2dGIAQ,MOC Real Estate Bldg,21102
001Pn000010f2dIIAQ,"Frank Rewold & Sons, Inc.",19561
001Pn000010f2mxIAA,Community Foundation for Muskegon County,20595
001Pn000010f2rlIAA,Masonite,21108
001Pn000010f2v0IAA,Travers Bay area ISD,21013
001Pn000010f2wbIAA,Pompeyo's,21105
001Pn000010f2yDIAQ,Little River Health Clinic,21104
001Pn000010f2yEIAQ,Lascko Plumbing and Mechanical,19702
001Pn000010f2zqIAA,Mechanical Heating & Cooling,20560
001Pn000010f2zrIAA,Andy J. Egan Co. Inc.,19355
001Pn000010f31RIAQ,Industrial Electric Supply,21100
001Pn000010f34iIAA,Memphis Community Schools,19749
001Pn000010f383IAA,Knight Facilities Management,19688
001Pn000010f39VIAQ,Clark Service Group,21094
001Pn000010f3CjIAI,IntelliShift,21092
001Pn000010f3HbIAI,Wightman,20653
001Pn000010f3KoIAI,LeFave Pharmacy & Home Med Equipment,20395
001Pn000010f3SsIAI,Uncommon Solutions,20863
001Pn000010f3W5IAI,Lake Trust Bank Building,21073
001Pn000010f3XiIAI,Bowen Reed's Lakehouse,20622
001Pn000010f3ZQIAY,G. Robert Cotton Correctional (JCF),19467
001Pn000010f3ZRIAY,Plumb Tech Inc,19830
001Pn000010f3hOIAQ,Muskegon Wastewater Managment,20418
001Pn000010f3izIAA,Buchanan WWTP,21052
001Pn000010f3mDIAQ,Fruitport Family Medicine,21049
001Pn000010f3uLIAQ,Fifth Third Bank,21003
001Pn000010f40lIAA,Safran,20724
001Pn000010f43xIAA,District Court West Michigan,21030
001Pn000010f43yIAA,Martin Luther King Center,20467
001Pn000010f47CIAQ,Burford Plumbing & Heating,21002
001Pn000010f47DIAQ,"Houseware International, Inc",20658
001Pn000010f4C1IAI,Nordic Productions,21019
001Pn000010f4K6IAI,Circle K,20533
001Pn000010f4NJIAY,Precision Piping LLC,21010
001Pn000010f4WzIAI,Big Wall Decor,21008
001Pn000010f4bpIAA,Burlingame Pumping Station,21000
001Pn000010f4dTIAQ,Attwood Corporation,20363
001Pn000010f4giIAA,Nematron Corporation,20144
001Pn000010f4gjIAA,Laibe Electric,20127
001Pn000010f4juIAA,Elk Rapids Schools,20861
001Pn000010f4lVIAQ,Helen Newberry Joy Hospital,20981
001Pn000010f4nAIAQ,Madison School District,20443
001Pn000010f4nCIAQ,"Gee & Missler, Inc.",19577
001Pn000010f4nDIAQ,Gift of Life Michigan,19581
001Pn000010f4okIAA,Smash Burger,20806
001Pn000010f4tZIAQ,Harper Creek Community Schools,20976
001Pn000010f4yQIAQ,Steelcase,20718
001Pn000010f53HIAQ,Pine River Area Schools,20789
001Pn000010f56VIAQ,Anthony P. Esson,20780
001Pn000010f5MbIAI,YRC Freight,20958
001Pn000010f5PpIAI,470 Market Apartments,20957
001Pn000010f5UhIAI,West Catholic,19418
001Pn000010f5WHIAY,New Buffalo Township Library,20950
001Pn000010f5WIIAY,St Joseph County Commission on Aging,20366
001Pn000010f5XuIAI,Junior Achievement of the Michigan Great Lakes,20828
001Pn000010f5ZWIAY,Garber Chevy,20915
001Pn000010f5ckIAA,Realcomm,20715
001Pn000010f5kpIAA,Moss,20808
001Pn000010f5mZIAQ,Huron Valley Schools,19654
001Pn000010f5peIAA,Wayne State University,20710
001Pn000010f5pfIAA,PrinterLogic,20700
001Pn000010f5stIAA,Conti Corporation,19460
001Pn000010f5uTIAQ,Bark River-Harris Schools,20943
001Pn000010f5zQIAQ,Bridge Organics,19396
001Pn000010f60yIAA,Durand Area Schools,20795
001Pn000010f65mIAA,West Michigan Surgical Center,20894
001Pn000010f67PIAQ,The 505 Group,19307
001Pn000010f6DrIAI,Union Electric,20811
001Pn000010f6QkIAI,Holton Methodist Church,20803
001Pn000010f6VZIAY,Mercy General Health Sherman Main Ca,20931
001Pn000010f6XCIAY,Lakeview Public Schools,20543
001Pn000010f6c1IAA,Portage Senior Center,20929
001Pn000010f6gsIAA,Metro Health Village,20645
001Pn000010f6liIAA,Fowler Public Schools,20778
001Pn000010f6s9IAA,Mister Car Wash,20909
001Pn000010f6sBIAQ,Pangea Reptile,20478
001Pn000010f6x8IAA,BelAire Heating & Cooling,19374
001Pn000010f6xAIAQ,Grayling Air-to-Ground Range,19600
001Pn000010f6ybIAA,Glenn Public Schools,20906
001Pn000010f70DIAQ,Boone & Darr,20905
001Pn000010f7ElIAI,Sedgewick + Ferweda Architects,20797
001Pn000010f7EmIAI,Designer Shoe Warehouse,20748
001Pn000010f7JhIAI,GRW Technologies Inc,19614
001Pn000010f7OSIAY,Portland Public Schools,19300
001Pn000010f7OTIAY,Gladstone Area Public Schools,19583
001Pn000010f7RdIAI,Paisley Pig,20882
001Pn000010f7WUIAY,Alanson Public Schools,20779
001Pn000010f7Y6IAI,Stryker Corp,20742
001Pn000010f7bJIAQ,Optigo Networks,20868
001Pn000010f7bOIAQ,CBL Properties (Meridian Mall),19420
001Pn000010f7eZIAQ,Hudsonville Public Schools,20661
001Pn000010f7jPIAQ,Ferris State University,19538
001Pn000010f7t3IAA,OMG Holdings,20842
001Pn000010f7t5IAA,Bentley Community Schools,20782
001Pn000010f7umIAA,Twin Acres / 19th HOLE,20571
001Pn000010f7urIAA,The Morey Corporation,19768
001Pn000010f85yIAA,Beckering Construction,20442
001Pn000010f89FIAQ,WM Floyd,20012
001Pn000010f8CQIAY,Allendale Charter Township,20677
001Pn000010f8E6IAI,Samaritas Affordable Living,19877
001Pn000010f8KYIAY,Life Stream Church,19707
001Pn000010f8KaIAI,Prime Mechanical of Wisconsin,19836
001Pn000010f8PKIAY,Menards,20599
001Pn000010f8PLIAY,123Net,20438
001Pn000010f8URIAY,Lawrence Public Schools,19703
001Pn000010f8cKIAQ,Kent County Road Commission,20968
001Pn000010f8fTIAQ,Clark Construction Company,19450
001Pn000010f8h3IAA,Hospice Care of Southwest Michigan,20819
001Pn000010f8nVIAQ,Troost Service Company,20815
001Pn000010f8qjIAA,Racquet Up Detroit,20810
001Pn000010f8sMIAQ,Monroe WWTP,20464
001Pn000010f8vcIAA,Macatawa Plumbing,19720
001Pn000010f922IAA,Sault Tribe ACFS/CCDF Early Childhood Center,20770
001Pn000010f93dIAA,Garden City Public Schools,20798
001Pn000010f96vIAA,Fuller Heating,19571
001Pn000010f9A6IAI,Steel 21,20717
001Pn000010f9BiIAI,Genesee Juvenile Justice Center,20640
001Pn000010f9IHIAY,"RiteWay Plumbing & Heating, Inc.",19858
001Pn000010f9JmIAI,Kalkaska CAT,20646
001Pn000010f9ObIAI,Ferndale Public Schools,20786
001Pn000010f9RuIAI,CBRE Global Workplace Solution,19422
001Pn000010f9TRIAY,Clio Area School District,20783
001Pn000010f9V4IAI,HERMMILLER,20598
001Pn000010f9V7IAI,Kalamazoo Institute of the Art,19691
001Pn000010f9WfIAI,Bay City Public Schools,20776
001Pn000010f9WgIAI,Packaging Compliance Labs,20445
001Pn000010f9d9IAA,Plainwell Community Schools,20709
001Pn000010f9dAIAQ,Lawton Community Schools,20532
001Pn000010f9ekIAA,Delta Faucet Company,20382
001Pn000010f9jZIAQ,Shango,20768
001Pn000010f9lBIAQ,Detroit School of Art,20766
001Pn000010f9lCIAQ,AT&T,20469
001Pn000010f9oPIAQ,CDW,20763
001Pn000010f9zhIAA,MI Stop,20760
001Pn000010fA4XIAU,Holistic Industries,20759
001Pn000010fA7tIAE,Bob's Butcher Block,19388
001Pn000010fAJ4IAM,LifePlex,20354
001Pn000010fANtIAM,Fresh-Aire Mechanical,20738
001Pn000010fAPcIAM,Chase Bank,20631
001Pn000010fAR7IAM,Holiday Inn Express & Suites,20733
001Pn000010fASnIAM,"Hello Life, Inc.",19629
001Pn000010fAe2IAE,Ludington Water Plant,20495
001Pn000010fAivIAE,Lammers Heating & Air,19700
001Pn000010fAm6IAE,"Vicon Industries, Inc.",20593
001Pn000010fApJIAU,Array Networks Inc,20725
001Pn000010fApPIAU,Airtron Inc.,19322
001Pn000010fAu9IAE,Macatawa Bank,20722
001Pn000010fAxQIAU,Case Construction Company,19417
001Pn000010fB2DIAU,Whitehall Industries,20716
001Pn000010fB3tIAE,Huston DePue,21375
001Pn000010fB5SIAU,Arco Murray,20696
001Pn000010fB8fIAE,Underground Rail Road,20713
001Pn000010fBDXIA2,Herrick District Library,20466
001Pn000010fBF7IAM,YWCA Kalamazoo,20708
001Pn000010fBGpIAM,Tawas Village,19934
001Pn000010fBLZIA2,Thornapple Kellogg Public Schools,20706
001Pn000010fBNCIA2,Oakland Business Park,20591
001Pn000010fBOpIAM,William Floyd Heating and Cool,20004
001Pn000010fBTeIAM,Deb Bauer,20574
001Pn000010fBevIAE,F.A. Wilhelm Construction,20687
001Pn000010fBiBIAU,McShane Mechanical Contracting,20345
001Pn000010fBobIAE,Bird Dog Diner,20680
001Pn000010fBwfIAE,Austin Brothers Beer Company,20674
001Pn000010fByHIAU,JSJ Holdings LLC,20672
001Pn000010fCBCIA2,Adams Residence,20353
001Pn000010fCG8IAM,Godwin Heights Public Schools,19586
001Pn000010fCJFIA2,White Lake Public Library,20652
001Pn000010fCKsIAM,Onsted Community Schools,20617
001Pn000010fCOEIA2,FAA/DTWB-SSCM,19490
001Pn000010fCOGIA2,Brookdale Senior Living Center,19568
001Pn000010fCW9IAM,State Lottery,20642
001Pn000010fCXmIAM,Activelogix,20612
001Pn000010fCXqIAM,LD Clark Companies,19705
001Pn000010fCZPIA2,United Federal Credit Union,20410
001Pn000010fCfpIAE,Creekside Medical,20639
001Pn000010fChSIAU,Wells Fargo & Company,20491
001Pn000010fCj3IAE,695 Kenmore,20637
001Pn000010fCmHIAU,Highland Twp,20634
001Pn000010fCpVIAU,MMSOFT Design Ltd.,20625
001Pn000010fCpYIAU,First Baptist Church of Cadill,19544
001Pn000010fCzBIAU,Fabiano House-Snowfield,20613
001Pn000010fD8sIAE,Harrison Park Apartments,20378
001Pn000010fDCLIA2,616 Lofts,19308
001Pn000010fDDjIAM,Friendship Village,19569
001Pn000010fDFJIA2,Residence Inn Marriott,20608
001Pn000010fDNQIA2,Flexco,19550
001Pn000010fDQbIAM,Kent Records,20601
001Pn000010fDYlIAM,Big Moes BBQ,19381
001Pn000010fDdVIAU,Hantz Group,20584
001Pn000010fDiLIAU,Comstock Public Schools,20579
001Pn000010fDjxIAE,Davenport University,20577
001Pn000010fDvLIAU,Romeo Community Schools,19868
001Pn000010fDyTIAU,Waterford School District,20568
001Pn000010fE0BIAU,Industrial Process Piping Inc,19661
001Pn000010fE1kIAE,Mechanical Services LLC,21663
001Pn000010fE89IAE,Muskegon Correctional Facility,20556
001Pn000010fE9lIAE,Gadgeon Systems Inc.,20555
001Pn000010fE9mIAE,Efficiency United,19517
001Pn000010fEBNIA2,Grand Haven Public Safety,20554
001Pn000010fEBOIA2,Occupant Care,20523
001Pn000010fEBSIA2,Gulker Group,19617
001Pn000010fECzIAM,Wakefield – Marenisco Schools,20552
001Pn000010fEHpIAM,Holiday Inn Express,20550
001Pn000010fEL3IAM,Engineered Heating & Cooling,20549
001Pn000010fELEIA2,BlueScope Construction,19385
001Pn000010fEMfIAM,Michigan Dept Military & Veteran Affairs (DMVA),20546
001Pn000010fERVIA2,Western Michigan Christian High School,20542
001Pn000010fERWIA2,Greenville Public Schools,20540
001Pn000010fEXyIAM,Roberts Properties LLC,19864
001Pn000010fEcsIAE,Miller-Boldt Inc,19759
001Pn000010fEg1IAE,Brighton Area Fire Authority,20531
001Pn000010fEjGIAU,Ruth Ellis Clairmount Center,20521
001Pn000010fEjHIAU,Third Coast Test and Balance,20351
001Pn000010fEmTIAU,XPO Logistics,20528
001Pn000010fEpjIAE,Blessed Sacred Heart Church,20385
001Pn000010fEuXIAU,Eau Claire Elementary School,20522
001Pn000010fEuaIAE,BJ's Heating & Cooling,19383
001Pn000010fF2bIAE,Saginaw Public School District,20517
001Pn000010fF4DIAU,Charyl Stockwell Academy,20515
001Pn000010fF4HIAU,NorthPointe Christian Schools,19794
001Pn000010fF7RIAU,Magna Lighting,20511
001Pn000010fFCHIA2,Bridgewater Place,20504
001Pn000010fFDwIAM,Perch's IGA,19821
001Pn000010fFH7IAM,Ashley Homestore,20498
001Pn000010fFMIIA2,Rite Choice Plumbing & Heating,19857
001Pn000010fFU1IAM,LaLonde Dodge,20488
001Pn000010fFVdIAM,McCarthy & Smith,20486
001Pn000010fFc5IAE,Tekonsha Township Fire Department,20479
001Pn000010fFc8IAE,Mercy Health Partners,19756
001Pn000010fFfJIAU,DTE Energy,20477
001Pn000010fFiaIAE,Jurries Residence,19679
001Pn000010fFkFIAU,Building Controls Connection,20056
001Pn000010fFnSIAU,Kent City Community Schools,21263
001Pn000010fFvXIAU,American Glass Mosaics,19351
001Pn000010fFyfIAE,Verkada,20458
001Pn000010fG57IAE,Bruce Dietz,20454
001Pn000010fG5CIAU,Byron Center Meats,19407
001Pn000010fG9xIAE,MAGNA Exteriors,20453
001Pn000010fGOTIA2,Cushman and Wakefield,20433
001Pn000010fGTJIA2,Allegan Area Educational Service Agency,20431
001Pn000010fGTKIA2,Lenovo,20426
001Pn000010fGWYIA2,Ferguson Supply,19537
001Pn000010fGmfIAE,Rockford Public Schools,20416
001Pn000010fGrVIAU,Whitehall District Schools,20414
001Pn000010fGuoIAE,DKS Mechanical Inc,19504
001Pn000010fGwLIAU,WACO Aircraft Corp,20411
001Pn000010fGy2IAE,Forest Dunes Golf Course,19554
001Pn000010fGy3IAE,S&D Mechanical Services,21734
001Pn000010fGzcIAE,Alpena Electric Motor,19336
001Pn000010fH1BIAU,Lansing Surgery Center,20409
001Pn000010fH62IAE,Merit Mechanical Services,20346
001Pn000010fHB0IAM,Alpena County George N. Fletcher Public Library,20339
001Pn000010fHCaIAM,Progressive AE,19838
001Pn000010fHKaIAM,Allied Building Services,19330
001Pn000010fHR6IAM,Tawas Area Schools,21274
001Pn000010fHUDIA2,794 Kitchen & Bar,20370
001Pn000010fHlxIAE,Reeds Lake Residence,20355
001Pn000010fHncIAE,"Quality Solutions, Inc",19842
001Pn000010fHvgIAE,Lakewood Construction,19699
001Pn000010fHyyIAE,"Rochester Foods, Inc.",19710
001Pn000010fHyzIAE,Local Control Services,19717
001Pn000010fIBoIAM,Midwest Maintenance,19764
001Pn000010fIF5IAM,"JRS Mechanical, Inc",19678
001Pn000010fILUIA2,Northview Public Schools,19796
001Pn000010fIOtIAM,Kent County Department of Public Works,20876
001Pn000010fIYQIA2,Grand Rapids Iron & Metal,20848
001Pn000010fIYRIA2,Delta Electrical Contractors,20081
001Pn000010fIbbIAE,Lakeland Healthcare Systems,19694
001Pn000010fIeqIAE,Genesis United Methodist,19578
001Pn000010fIuxIAE,David Ellis Academy - West,19479
001Pn000010fJ4jIAE,Leland Public Schools,20348
001Pn000010fJ4lIAE,St Paul Lutheran Church,19921
001Pn000010fJ7uIAE,Pylman Power Inc,20157
001Pn000010fJPfIAM,Design & Construction Consulti,19484
001Pn000010fJSoIAM,Fowlerville Public Schools,19559
001Pn000010fJsdIAE,RL Deppmann,21373
001Pn000010fJvrIAE,Field Plumbing & Heating Inc.,19541
001Pn000010fJvsIAE,Grace Episcopal Church,19593
001Pn000010fKGqIAM,AlfaGreen Supreme,19327
001Pn000010fKSBIA2,Thunder Bay Transportation Center,21348
001Pn000010fKTmIAM,Air-N-Energy Consulting Inc,20033
001Pn000010fKYZIA2,Exela Pharma Sciences,19528
001Pn000010fKojIAE,Able Electric LLC,19310
001Pn000010fKorIAE,Ballard's Plumbing & Heating,19364
001Pn000010fL4rIAE,CS Erickson,20076
001Pn000010fLCtIAM,"MAHLE Engine Components USA, Inc",19723
001Pn000010fLJLIA2,Macomb Community College,19721
001Pn000010fLXwIAM,Woodward FST,20016
001Pn000010fLkpIAE,KLD Entertainment INC,19686
001Pn000010fM0sIAE,Bremer & Bouman Htg & Clg,19395
001Pn000010fM2VIAU,Devries Companies,19492
001Pn000010fM7KIAU,City of Alpena,19434
001Pn000010fMH5IAM,Madison Electric,20132
001Pn000010fMSKIA2,AMERESCO Inc.,19350
001Pn000010fMTzIAM,Verizon Wireless,20234
001Pn000010fMVgIAM,Saginaw Control & Engineering,20168
001Pn000010fMiSIAU,Fountain Street Church,19558
001Pn000010fMvMIAU,Greener Building Mechanical,19603
001Pn000010fN0CIAU,Cold River Refrigeration,19458
001Pn000010fNEiIAM,Krimson LLC,19731
001Pn000010fNTFIA2,Clear Water Place LLC,19455
001Pn000010fNgCIAU,Carveth Village,19416
001Pn000010fNhjIAE,Diocese of Grand Rapids,19501
001Pn000010fNmaIAE,"Quality Air Service, Inc",19843
001Pn000010fNrQIAU,Follett LLC,19553
001Pn000010fNwGIAU,Burkk Blasting,19405
001Pn000010fNxwIAE,"SRT Investments, LLC",21211
001Pn000010fO4IIAU,"II Stanley Co, Inc",19657
001Pn000010fO99IAE,Alro Steel Corporation,19345
001Pn000010fOFgIAM,Faith CRC Church,19532
001Pn000010fOHEIA2,Manchester Mechanical,19727
001Pn000010fOKZIA2,Headlands Int'l Dark Sky Park,19627
001Pn000010fOSWIA2,Ingham ISD,19662
001Pn000010fOXKIA2,Ingham County Medical Care,19663
001Pn000010fOh4IAE,Ludington Area School District,19719
001Pn000010fOlsIAE,Pierce Cedar Creek Institute,19424
001Pn000010fOltIAE,Spina Electric Co.,21590
001Pn000010fOsKIAU,Mesick Consolidated Schools,19754
001Pn000010fOxBIAU,New Buffalo Township,20835
001Pn000010fP21IAE,"Quality Plumbing and Mechanical, Inc",20979
001Pn000010fP8RIAU,Farwell Area Schools,19535
001Pn000010fPQEIA2,"Dickerson Mechanical, Inc.",19497
001Pn000010fPTPIA2,Scientific Anglers MI,19881
001Pn000010fPZwIAM,Tenneco Inc,19940
001Pn000010fPd7IAE,Northwest Kent Mechanical Co,19798
001Pn000010fPhxIAE,Meridian Contracting Services,19752
001Pn000010fPmpIAE,Michigan Department of Corrections (MDOC),20272
001Pn000010fPocIAE,Ciena Bluffs Park,19431
001Pn000010fQ1KIAU,Performance Services Inc,19822
001Pn000010fQMHIA2,Fairview Area Schools,19531
001Pn000010fQR6IAM,HPC Credit Union,19650
001Pn000010fQVuIAM,Bronson Battle Creek Hospital,19399
001Pn000010fQVxIAM,Stockbridge Community Schools,19920
001Pn000010fQfcIAE,DHE Climate Solutions,19495
001Pn000010fR0eIAE,Rod & Denise Borchard,19391
001Pn000010fR76IAE,Ann Arbor Ice Cube,21107
001Pn000010fRBsIAM,"Control Solutions, Inc",19462
001Pn000010fREqIAM,Farm Depot,19534
001Pn000010fREuIAM,Dresseler Mechanical Inc.,20825
001Pn000010fRJwIAM,"Roth Electrical, LLC",19870
001Pn000010fRTfIAM,Stonecrest Behavioral Health Hospital,20278
001Pn000010fRYRIA2,Ridge Point Community Church,19855
001Pn000010fRa5IAE,"Odyssey Entertainment, Inc",19801
001Pn000010fRi7IAE,Cadillac Area Public Schools,19409
001Pn000010fRlKIAU,Heritage Christian Reformed,19631
001Pn000010fRqEIAU,Ibid County Electric Inc,20112
001Pn000010fRqFIAU,River City Mechanical Inc.,19859
001Pn000010fS4lIAE,Robert Dietrick Co. Inc.,19863
001Pn000010fS4oIAE,Gateway Refrigeration Inc,21942
001Pn000010fS7uIAE,First Merit Bank,19546
001Pn000010fSBDIA2,Veeam,21153
001Pn000010fSMVIA2,The Skillman Corporation,19892
001Pn000010fSXjIAM,Michigan Mechanical Ventures,19743
001Pn000010fSb1IAE,Alpena Furniture,19341
001Pn000010fShQIAU,BidTracer,20446
001Pn000010fSmGIAU,Flex N Gate,19551
001Pn000010fSpWIAU,Hillsdale County Courthouse,19636
001Pn000010fSr6IAE,Broers of Alpena,19398
001Pn000010fSxHIAU,Wisen Asset Management,20008
001Pn000010fT8pIAE,"AirControl Products, Inc",19319
001Pn000010fTDRIA2,Medilodge of Hillman,21279
001Pn000010fTKAIA2,Dowagiac Union Schools,19506
001Pn000010fTYdIAM,Dynamic Mechanical Services,19510
001Pn000010fTaIIAU,JP Heating of Northern Michiga,19677
001Pn000010fTdZIAU,Distech Controls,20314
001Pn000010fTolIAE,Berrien RESA,19379
001Pn000010fTvDIAU,Emerald Corporation,19520
001Pn000010fTwzIAE,Novi Ice Arena,20262
001Pn000010fU8BIAU,Muskegon Surgery Center,20252
001Pn000010fU9kIAE,"Wilsontown, LLC",19516
001Pn000010fUCzIAM,Gwinn Area Community Schools,19619
001Pn000010fUGBIA2,Bronson Community Schools,19400
001Pn000010fUJTIA2,Ridgeview Industries,19856
001Pn000010fUJYIA2,Barton Malow Company,20277
001Pn000010fURXIA2,Seaman's Mechanical,20171
001Pn000010fUXwIAM,Oakland Plumbing Company,19799
001Pn000010fUmRIAU,"Myers Plumbing Heating, Inc",19776
001Pn000010fUwFIAU,Ready Electric Inc,20162
001Pn000010fUwGIAU,Three Rivers Corporation,19948
001Pn000010fV0wIAE,Montabella Community Schools,19767
001Pn000010fV0yIAE,Northview Enterprises Inc.,19797
001Pn000010fV5nIAE,Immanuel Lutheran Church,19660
001Pn000010fVP9IAM,Manton Consolidated Schools,19729
001Pn000010fVPAIA2,Muskegon Family Care,19775
001Pn000010fVPEIA2,Top Notch Plumbing & Heating,19955
001Pn000010fVQkIAM,Alpena WWTP,19340
001Pn000010fVXCIA2,Litchfield Community School,19708
001Pn000010fVgsIAE,City of Grand Haven,19438
001Pn000010fVgtIAE,Elzinga & Volkers,19519
001Pn000010fW6jIAE,Brandywine Community Schools,20300
001Pn000010fWEkIAM,Cookies Restaurant,19463
001Pn000010fWEmIAM,Kalamazoo Regional Educational Service Agency,19689
001Pn000010fWEpIAM,Concord Community Schools,20256
001Pn000010fWY6IAM,Garezers Latvian Center,21968
001Pn000010fWjPIAU,Heartland Hospice Services,19647
001Pn000010fWptIAE,Ellsworth Community Schools,22150
001Pn000010fWukIAE,Northeastern Michigan Rehab & Opportunity Center,20751
001Pn000010fWzaIAE,Fastenal,20098
001Pn000010fXE3IAM,Boatwerks Restaurant,19387
001Pn000010fXFnIAM,United States Postal Service,19973
001Pn000010fXHNIA2,"IMM, Inc.",19658
001Pn000010fXSdIAM,Esper Electric,21805
001Pn000010fXVnIAM,ConnectWise,19296
001Pn000010fXXPIA2,Holland Public School,19642
001Pn000010fXZ0IAM,Allycat Inc,19334
001Pn000010fXfTIAU,Monarch Metal Manufacturing,20141
001Pn000010fXpDIAU,Great Lakes Balancing LLC,20107
001Pn000010fY28IAE,AJ's Plumbing PSI,20251
001Pn000010fY6tIAE,Zion Lutheran Church,20025
001Pn000010fY8VIAU,Glacier Hills,19582
001Pn000010fY8WIAU,Armock Mechanical Contractors,21675
001Pn000010fY8XIAU,Haslett Public Schools,20258
001Pn000010fYWgIAM,City Hall Art Space Lofts,19687
001Pn000010fYWhIAM,Medbio Corporation,19744
001Pn000010fYbWIAU,Fredrickson Mechanical LLC,19566
001Pn000010fYelIAE,Flagstar Bank,19549
001Pn000010fYmwIAE,Admiral Corporate Building,19313
001Pn000010fYy6IAE,MyMichigan Medical Center,19339
001Pn000010fZ9RIAU,"Industrial Solutions, LLC",20113
001Pn000010fZMLIA2,Michael & Jennifer Cook,19464
001Pn000010fZPWIA2,ProTemp Inc,19841
001Pn000010fZR9IAM,"Sheer Builders, LLC",21403
001Pn000010fZcSIAU,Fulton Schools,19573
001Pn000010fZe4IAE,Monroe Plumbing & Heating,19765
001Pn000010fZfeIAE,"O'Mara Plumbing, Htg & Clg",19802
001Pn000010fZhKIAU,Novi Public Schools,21614
001Pn000010fZsbIAE,Belle Tire,21371
001Pn000010fZxOIAU,Armada Area Schools,19360
001Pn000010fZxQIAU,"Northside Heating, Cooling, & Refrigeration, Inc",19795
001Pn000010fa5UIAQ,Benchmark Mortgage,19375
001Pn000010fa8iIAA,City Flats Hotel,19432
001Pn000010faAJIAY,Prime Products Inc,19835
001Pn000010faFBIAY,Cheboygan County,20225
001Pn000010faGtIAI,"Functional Devices, Inc",20220
001Pn000010faNIIAY,Schneider Fabrication Inc,20170
001Pn000010faNJIAY,"Vander Hyde Mechanical, Inc",19977
001Pn000010faOoIAI,City of Rogers City,19443
001Pn000010faOpIAI,Napoleon Community Schools,19777
001Pn000010faTgIAI,Peerbolt's Inc,19818
001Pn000010faTkIAI,Carrier Great Lakes*,20061
001Pn000010faa7IAA,Muskegon Area Transit System,19773
001Pn000010faf2IAA,Woodland Mall,20328
001Pn000010falUIAQ,Grand Haven Public Schools,19596
001Pn000010fatWIAQ,Baud SIA,20048
001Pn000010fayIIAQ,Network 180 Access Center,19782
001Pn000010fbETIAY,Trinity Health,19960
001Pn000010fbKuIAI,Orchid Orthopedic Solutions LLC,19806
001Pn000010fbO7IAI,Erhardt Construction,19524
001Pn000010fbUYIAY,Newaygo County,19468
001Pn000010fbWBIAY,"K9 Academy International, LLC",19680
001Pn000010fbuNIAQ,"Energy Systems Group, LLC",19521
001Pn000010fcCAIAY,CBRE GWS LLC,20000
