recordid,name,cwid
02iPn000005MyAjIAK,CSIGW8851 | 166.254.40.14,1836
02iPn000005MyAkIAK,PC194,2473
02iPn000005MyCLIA0,1 Northview Fortclient - NOTICE new VPN configuration.,1837
02iPn000005MyDxIAK,2 - N4 Supervisor,1839
02iPn000005MyFZIA0,Delta Controls GUI Remote Desktop,1840
02iPn000005MyFaIAK,Trend 963 (FPSMaintenance),2138
02iPn000005MyInIAK,High School Delta BACnet Router,1841
02iPn000005MyKPIA0,Cherryland MS Delta BACnet Router,1842
02iPn000005MyM1IAK,Lakeland Delta BACnet Router,1843
02iPn000005MyM2IAK,Wasterwater Treatment,3108
02iPn000005MyNdIAK,Mill Creek Delta BACnet Router,1844
02iPn000005MyPFIA0,Mt Morris Montague JACE,1848
02iPn000005MyPGIA0,Western Parma New Elementary JACE 02,3396
02iPn000005MyQrIAK,H5 Line JACE AX,1850
02iPn000005MyQsIAK,Baldwin Elementary N4 JACE,2111
02iPn000005MyQtIAK,HFMH_PBXElectrical Jace,2269
02iPn000005MySTIA0,JACE - SSM_EDC,1851
02iPn000005MySUIA0,Amp/Volt Meter - Milwaukee,2704
02iPn000005MyU5IAK,ALRO_MORRISVILLE_MUA_01,1854
02iPn000005MyVhIAK,JACE external IP,1857
02iPn000005MyXJIA0,Mt Morris N4 Supervisor,1858
02iPn000005MyYwIAK,2 RDP,1988
02iPn000005MyaXIAS,2 - Mt Morris N4 Supervisor,1859
02iPn000005MyaYIAS,N4 JACE,1993
02iPn000005Myc9IAC,2 - N4 Supervisor,1860
02iPn000005MycAIAS,HFMH Phase 8 Jace,2265
02iPn000005MydlIAC,Hearthside H5K2 N4 Jace,1863
02iPn000005MyfNIAS,PC101,1864
02iPn000005MyfOIAS,Transportation N4 JACE,2174
02iPn000005MyfPIAS,Manistee MS/HS JACE,3192
02iPn000005MygzIAC,Heritage Jace,1865
02iPn000005Myh0IAC,"Meijer DC-90 (Walker, MI)",2808
02iPn000005MyibIAC,Apollo JACE,1866
02iPn000005MykDIAS,Country Oaks JACE,1867
02iPn000005MylpIAC,East Oakview HW System S1000,1868
02iPn000005MynRIAS,Saline Liberty JACE,1870
02iPn000005MynSIAS,High School Jace 4 - StJohns_HS4,3047
02iPn000005Myp3IAC,Jace_7_Pool,1871
02iPn000005MyqfIAC,McGrath Elementary School JACE,1875
02iPn000005MysHIAS,Temp Remote Access,1876
02iPn000005MysIIAS,Supervisor IP and UV controller IPs,2193
02iPn000005MyttIAC,Remote access_External IP,1877
02iPn000005MyvVIAS,BACnet router for HS Chiller,1878
02iPn000005MyvWIAS,Service Center JACE old,3190
02iPn000005Myx7IAC,Existing JCI Metasys,1880
02iPn000005MyyjIAC,JeneSys AX JACE,1881
02iPn000005MyykIAC,GRPS_Supervisor_N4.11,2099
02iPn000005Mz0LIAS,1 - Remote Access,1882
02iPn000005Mz1xIAC,1 - NorthPointe Christian Schools | VPN,1883
02iPn000005Mz1yIAC,Great Lakes Elem N4 JACE,2106
02iPn000005Mz3ZIAS,2 - NorthPointe Christian Schools | Niagara Supervisor,1884
02iPn000005Mz5BIAS,1 Remote Access - Open VPN Client,1890
02iPn000005Mz6nIAC,2 - Motion Dynamics Niagara 4 Supervisor,1891
02iPn000005Mz6oIAC,DTA_212,2501
02iPn000005Mz8PIAS,N4 JACE,1892
02iPn000005MzA1IAK,LCBS Login,1895
02iPn000005MzA2IAK,3 - Taubman Center AX Web Supervisor,2749
02iPn000005MzBdIAK,Frostick N4 JACE,1900
02iPn000005MzDFIA0,Alro Niles,1904
02iPn000005MzErIAK,2 - GRPS RDP - New IQVision Server (PoisonIvy),1905
02iPn000005MzGTIA0,Lakeville MS N4 JACE,1906
02iPn000005MzGUIA0,BACnet Plan Beginning_End,3401
02iPn000005MzI5IAK,Lakeville Columbiaville N4 JACE,1907
02iPn000005MzJhIAK,Lakeville Otisville N4 JACE,1908
02iPn000005MzLJIA0,Lakeville OtterLakeENC N4 JACE,1909
02iPn000005MzLKIA0,Jace M14ESub,3220
02iPn000005MzMvIAK,Alro Cedar Rapids MAU 2,1911
02iPn000005MzOXIA0,GHQ VAV-2-45,1912
02iPn000005MzQ9IAK,2 - Lansing Everett HS,1913
02iPn000005MzQAIA0,Balometer - Flood Hoods (Testo 420 digital),2679
02iPn000005MzRlIAK,Westwood RDP,1915
02iPn000005MzRmIAK,BACnet router West Maintenance,2490
02iPn000005MzTNIA0,High School N4 JACE-01,1916
02iPn000005MzUzIAK,IP addresses,1917
02iPn000005MzWbIAK,Remote Access,1919
02iPn000005MzWcIAK,PC198,2511
02iPn000005MzWdIAK,High School Jace 3 - StJohns_HS3,3045
02iPn000005MzYDIA0,JACE,1922
02iPn000005MzZrIAK,1 Remote Access VPN - Windows L2TP/IPsec (new 9/2024),1939
02iPn000005MzZsIAK,StLouis RDC JACE,2090
02iPn000005MzbRIAS,Five Star JACE,1924
02iPn000005Mzd3IAC,N4 JACE and Remote Connection,1926
02iPn000005Mzd4IAC,Jace M2NSSub,3215
02iPn000005Mzd5IAC,Chippewa County Supervisor,3318
02iPn000005MzefIAC,1. Saint Mary's Church Pinkney Remote Access,1931
02iPn000005MzgHIAS,1 - Niagara 4 Server via CW Automate,1934
02iPn000005MzhtIAC,WSD Niagara SSL Certificate,1935
02iPn000005MzjWIAS,II-Stanley 01,2104
02iPn000005Mzl7IAC,ALRO_SEDALIA_MO,1938
02iPn000005MzmjIAC,2 - N4 Web Supervisor with Trend SET programming tool,1940
02iPn000005MzoLIAS,Whirlpool_Marion,1941
02iPn000005MzpxIAC,1 Remote Access,1943
02iPn000005MzrZIAS,1 - Forest Hills Public Schools - VPN,1944
02iPn000005MztBIAS,1-remote access,1945
02iPn000005MzunIAC,Mitsubishi VRF Unit,1948
02iPn000005MzwPIAS,VPN,1952
02iPn000005Mzy1IAC,Pool_JACE,1956
02iPn000005MzzdIAC,WHR_SJTC_01,1957
02iPn000005N01FIAS,N4 JACE and Remote Connection,1959
02iPn000005N01GIAS,ECY-303 Controller MAU_2,2434
02iPn000005N02rIAC,Romeo Admin building Niagara 4 JACE,1966
02iPn000005N02sIAC,ECY-303 Controller Spare_1,2439
02iPn000005N04TIAS,Trane CHW System,1972
02iPn000005N04UIAS,AX JACE - Sedgebrook_CB1_0,2939
02iPn000005N065IAC,1 - Lacks Global Protect VPN connection.,1973
02iPn000005N07hIAC,2 JACE,1975
02iPn000005N09JIAS,Madison Heights N4 Supervisor,1977
02iPn000005N0AvIAK,Madison Heights Building 2,1979
02iPn000005N0AwIAK,3 -Web Supervisor bu public IP,2130
02iPn000005N0CXIA0,Regina Router,1981
02iPn000005N0E9IAK,3 - LECO_WS,1982
02iPn000005N0FlIAK,Lakewood Elem. N4 JACE,1983
02iPn000005N0HNIA0,1 VPN,1987
02iPn000005N0IzIAK,Jace IP addresses,1989
02iPn000005N0KbIAK,Howard Miller AX JACE,1991
02iPn000005N0MDIA0,1 - Howard Miller Niagara 4 Supervisor (Reflow),1992
02iPn000005N0NpIAK,6741 Fulton - River City Rheumatology - Jace N4,1997
02iPn000005N0PRIA0,Addington Northville JACE/Remote connection,1999
02iPn000005N0R3IAK,DESKTOP-4HA0K9K,2000
02iPn000005N0SfIAK,2 Supervisor,2002
02iPn000005N0UHIA0,Haviland_Mezz_Unit,2003
02iPn000005N0VtIAK,Haviland_Chemical_WB (White Bright),2005
02iPn000005N0VuIAK,LC_MSNorth AX JACE,2984
02iPn000005N0XVIA0,Haviland_Aaon_Alpine (Alpine North),2006
02iPn000005N0Z7IAK,Romeo Trans,2007
02iPn000005N0Z8IAK,Jace_4_RTU3,2859
02iPn000005N0ajIAC,1 - Remote connection VPN,2008
02iPn000005N0cLIAS,Jace Config.,2011
02iPn000005N0dxIAC,Riverside Rheumatology - Niagara 4 JACE,2012
02iPn000005N0dyIAC,Riley Jace,3262
02iPn000005N0fZIAS,HillsdaleJ2 Niagara 4 JACE,2015
02iPn000005N0hBIAS,1 VPN,2016
02iPn000005N0kPIAS,RDP,2019
02iPn000005N0kQIAS,Bacnet Router 2nd Floor Offices,2315
02iPn000005N0kRIAS,Washington Bacnet Router,3124
02iPn000005N0m1IAC,ACM IP address,2020
02iPn000005N0m2IAC,Straight N4 JACE,2242
02iPn000005N0ndIAC,1 - Kent ISD BAS Requirements For Projects,2022
02iPn000005N0pFIAS,DIGI Transport Router,2023
02iPn000005N0qrIAC,Niagara 4 JACE with remote connection,2025
02iPn000005N0sTIAS,N4 Supervisor,2026
02iPn000005N0u5IAC,Whirlpool_Wow,2028
02iPn000005N0vhIAC,JACE Ojibway Hotel,2029
02iPn000005N0viIAC,ECY-303 Controller MAU_5,2437
02iPn000005N0xJIAS,1 - PC SJB47 Remote desktop with SET programming tool,2031
02iPn000005N0yvIAC,VRF Integration,2034
02iPn000005N0ywIAC,RTU-03 N4 Equipment Jace,2746
02iPn000005N10XIAS,Jace_2_Prime_Manual,2040
02iPn000005N129IAC,Remote Access - Port Forwarding,2047
02iPn000005N13lIAC,Jace - CottonCorrFacility_Education,2048
02iPn000005N13mIAC,High School N4 JACE,2175
02iPn000005N13nIAC,Toledo_North N4 JACE,2803
02iPn000005N15NIAS,SJTC_FX60_1,2051
02iPn000005N15OIAS,Charlotte_MUA_02 AX JACE,3115
02iPn000005N18bIAC,WHR_SJTC_04,2053
02iPn000005N1ADIA0,Novares Chihuahua MX,2054
02iPn000005N1AEIA0,Ottawa Hills N4 Jace,2105
02iPn000005N1BpIAK,ECY-S1000-41ECA2,2058
02iPn000005N1BqIAK,HS_2ND_FLR_MECH_RM,2215
02iPn000005N1DRIA0,Royal Knight Cinema,2059
02iPn000005N1F3IAK,Northview HS PoolPak JACE,2060
02iPn000005N1F4IAK,Niagara Supervisor,2252
02iPn000005N1GfIAK,White Lake Middle School - Main JACE HVS_WLMS,2061
02iPn000005N1IHIA0,Pine 45 Gaylord - Remote Access,2065
02iPn000005N1IIIA0,Hamtramck_Kosiuszko_JACE,2863
02iPn000005N1JtIAK,N4 JACE,2066
02iPn000005N1LVIA0,2 - Sedgebrook - Niagara 4 Supervisor,2067
02iPn000005N1N7IAK,Evart N4 JACE,2068
02iPn000005N1OjIAK,Remote Access Teamviewer,2072
02iPn000005N1OkIAK,Haviland_Chemical_WB (White Bright),2371
02iPn000005N1QLIA0,Whirlpool_RE01,2073
02iPn000005N1RxIAK,2 WHIRLPOOL_WEB_SERVER,2074
02iPn000005N1TZIA0,Whirlpool_Paw_Paw_Tech,2075
02iPn000005N1VBIA0,Whirlpool_BHTC_Office,2076
02iPn000005N1WnIAK,Whirlpool_BHTCBlrRm,2077
02iPn000005N1YPIA0,TempTrak Server Information,2078
02iPn000005N1bdIAC,Temporary digi connection,2082
02iPn000005N1dFIAS,JACE Configuration,2084
02iPn000005N1dGIAS,ECY-303 Conetoller EF_2,2440
02iPn000005N1erIAC,Aquinas_Library,2087
02iPn000005N1esIAC,IT Thermometer - Temp. Guns (UEI),2723
02iPn000005N1gTIAS,Soaring Eagle-Clean Water Plant JACE,2091
02iPn000005N1i5IAC,Soaring Eagle-Waste Water Plant JACE,2092
02iPn000005N1jhIAC,Soaring Eagle-Public Safety JACE,2093
02iPn000005N1lJIAS,Soaring Eagle-Web Supervisor,2094
02iPn000005N1mvIAC,Jace and Remote connect,2095
02iPn000005N1oXIAS,Novar Savvy - 3400 Pine Tree Rd Lansing,2097
02iPn000005N1q9IAC,WHR_RVC_B_01,2100
02iPn000005N1rlIAC,WHR_RVC_A_01,2102
02iPn000005N1tNIAS,Glerum N4 JACE,2107
02iPn000005N1tOIAS,HS_BOILER_RM,2216
02iPn000005N1uzIAC,Public Safety,2108
02iPn000005N1wbIAC,Arts and Science,2109
02iPn000005N1wcIAC,DESKTOP-TOJD6LR,2635
02iPn000005N1zpIAC,WHR_RVC_A_02,2112
02iPn000005N21RIAS,Connectwise Control Remote,2113
02iPn000005N21SIAS,Micromanometer - Shortridge Inst.,2689
02iPn000005N21TIAS,6 (VanAndel) VanAndelSteamPlant,3244
02iPn000005N233IAC,1 - VPN Connection Information_OLD,2114
02iPn000005N24fIAC,BAS-PC Automate Connection,2116
02iPn000005N26HIAS,Hillsdale Gmail alarm relay account,2118
02iPn000005N27tIAC,Dablon (Moraine) Vineyards AX JACE,2122
02iPn000005N29VIAS,Kasco | Royal Oak JACE,2123
02iPn000005N2B7IAK,Watson St. Jace,2124
02iPn000005N2B8IAK,Whirlpool SJTC_FX Jace,3024
02iPn000005N2CjIAK,WHR_RVC_D_01,2126
02iPn000005N2ELIA0,ECY-TU203-6C00F6 Serving IT Closet,2127
02iPn000005N2FxIAK,Mobex Global | Remote Access,2129
02iPn000005N2HZIA0,2 N4 JACE,2131
02iPn000005N2KnIAK,GRPS JACE IP Addresses,2137
02iPn000005N2MPIA0,1 Remote Access,2143
02iPn000005N2O1IAK,JACE,2144
02iPn000005N2PfIAK,JACE 6 AHU-1,2409
02iPn000005N2RFIA0,1 - Remote Access,2145
02iPn000005N2SrIAK,Huron Woods (NOT A JACE: Honeywell Ciper),2149
02iPn000005N2UTIA0,Marshall_LEC_HVAC,2150
02iPn000005N2UUIA0,Jenison - Performing Arts Center N4 JACE,2341
02iPn000005N2W5IAK,1 - Belding Area Schools | VPN,2151
02iPn000005N2W6IAK,BACnet Router -Tram Office,2519
02iPn000005N2XhIAK,Leviton Power Monitor 6741 Fulton,2154
02iPn000005N2XiIAK,BACnet Router 1st Floor Offices,2314
02iPn000005N2ZJIA0,IP Addresses,2158
02iPn000005N2avIAC,1 Kasco VPN,2160
02iPn000005N2awIAC,AX JACE Baghouse,2167
02iPn000005N2cXIAS,Local 98 Supervisor,2161
02iPn000005N2cYIAS,Bay Mills Hotel Supervisor,3128
02iPn000005N2e9IAC,Remote desktop connection,2162
02iPn000005N2fmIAC,ECY-303 Controller MAU_6,2438
02iPn000005N2hNIAS,JACE Pheonix Contact,2163
02iPn000005N2izIAC,"2 Rockford, TN-Cooper Standard (Part of Hardcoat-1)",2164
02iPn000005N2j0IAC,DaVita (Bloomfield Hills),2289
02iPn000005N2j1IAC,3 - Kent ISD LCC - Niagara 4 FX JACE,3074
02iPn000005N2j2IAC,Amanda Moore Bacnet Router,3103
02iPn000005N2kbIAC,"2 Rockford, TN-Cooper_oldline  (Part of Hardcoat-1)",2165
02iPn000005N2mDIAS,"2 Rockford, TN Hardcoat_2",2166
02iPn000005N2npIAC,N4 JACE GuardianWest_Comp,2169
02iPn000005N2pRIAS,Grand Oaks N4 JACE,2170
02iPn000005N2r3IAC,Meijer Building 802,2171
02iPn000005N2sfIAC,Community Athletics Center (CAC) N4 JACE,2173
02iPn000005N2uHIAS,Elementary N4 JACE,2176
02iPn000005N2vtIAC,flexngate.database.windows.net,2177
02iPn000005N2vuIAC,Stroboscope Tachometer - RPM Guns (Nidec),2724
02iPn000005N2xVIAS,Remote Desktop Connection,2178
02iPn000005N2z7IAC,Arc of Lagrange Jace,2179
02iPn000005N30jIAC,Trane Ensemble,2180
02iPn000005N32LIAS,1 - Remote Access,2181
02iPn000005N33xIAC,WebCTRL information,2182
02iPn000005N37BIAS,SSL Certificate for N4 Supervisor,2183
02iPn000005N37CIAS,ALRO Louisville MAU-1 South,3423
02iPn000005N38nIAC,South Elem JACE,2184
02iPn000005N3APIA0,1 Remote VPN Connection,2185
02iPn000005N3C1IAK,UnivPrep_New (N4 Supervisor),2186
02iPn000005N3DdIAK,HFA Elementary,2188
02iPn000005N3DeIAK,Schoolcraft Old Elem N4 JACE-9000,2506
02iPn000005N3FFIA0,UPA High School,2189
02iPn000005N3FGIA0,AquinasCollege_BrownCenter AX JACE,3178
02iPn000005N3GrIAK,Ellen Thompson Elementary,2191
02iPn000005N3ITIA0,Science And Math Middle School,2192
02iPn000005N3K5IAK,ECY-S1000 MAU-01,2194
02iPn000005N3LhIAK,RTU-806 JACE,2195
02iPn000005N3NJIA0,1 - Remote Access,2197
02iPn000005N3OvIAK,2 - WPS WebSupervisor,2198
02iPn000005N3OwIAK,105 Jace,2897
02iPn000005N3OxIAK,6 (VanAndel) Arena_CAHU_02,2924
02iPn000005N3QXIA0,AX Supervisor,2199
02iPn000005N3QaIAK,Hydronic Manometer - Water Meter's (TSI),2697
02iPn000005N3QdIAK,3 - Kent ISD LNS2 - Niagara 4 FX JACE,3076
02iPn000005N3S9IAK,1 Remote Access,2200
02iPn000005N3TlIAK,Magna Exteriors Holland | South Building | East Mechanical,2201
02iPn000005N3VNIA0,Clare_South,2202
02iPn000005N3WzIAK,Tank Fill PCG,2203
02iPn000005N3YbIAK,CSIADMIN,2204
02iPn000005N3aDIAS,2 - Niagara 4 Supervisor - Eucharist,2205
02iPn000005N3aEIAS,Cummins Generator Web Access,2322
02iPn000005N3aFIAS,Contact Tachometer - Contact RPM (Shimpo),2708
02iPn000005N3bpIAC,Sisters_of_Mary - JCI N4 JACE,2206
02iPn000005N3dRIAS,Sisters_of_Mary_2 JCI N4 JACE,2207
02iPn000005N3f3IAC,JACE,2209
02iPn000005N3gfIAC,CHELSEA_BLDG_500,2211
02iPn000005N3ggIAC,Jace M14WSub,3211
02iPn000005N3iHIAS,CHELSEA_HS,2213
02iPn000005N3jtIAC,Springmills JACE,2217
02iPn000005N3lVIAS,South Meadows,2218
02iPn000005N3n7IAC,II Stanley HC-6 - MAU-17 new N4 JACE,2219
02iPn000005N3ojIAC,HS/MS N4 Jace,2221
02iPn000005N3qLIAS,Whirlpool_Joliet_IL,2222
02iPn000005N3qMIAS,Temp./Humid Meters (Extech),2731
02iPn000005N3rxIAC,DaVita Novi 2 N4 Jace,2224
02iPn000005N3tZIAS,Ellis Elementary | JACE,2229
02iPn000005N3vBIAS,Boiler Room JACE,2231
02iPn000005N3vCIAS,1 Armada VPN,2469
02iPn000005N3wnIAC,High School | JACE 1,2232
02iPn000005N3yPIAS,WoodView | JACE,2235
02iPn000005N3yQIAS,N4 JACE,3322
02iPn000005N401IAC,Fieldhouse | JACE,2236
02iPn000005N41dIAC,Galesburg-Augusta Community Schools - Primary School N4 Jace,2237
02iPn000005N43FIAS,Whirlpool_BHTC_RTU27,2241
02iPn000005N44rIAC,1_VPN Access,2243
02iPn000005N46TIAS,HFMH Main OR Jace,2248
02iPn000005N485IAC,PC187,2253
02iPn000005N49hIAC,New Buffalo Library - Niagara 4 JACE,2259
02iPn000005N49iIAC,Columbia_RTU_207 N4 JACE,3237
02iPn000005N4CvIAK,3200 Mechanical Room Jace,2260
02iPn000005N4EXIA0,HFMH3343DDB Jace,2261
02iPn000005N4G9IAK,HFMH04ASCPENT_N4 Jace,2264
02iPn000005N4HlIAK,HFMH45CANCERCENTER Jace,2267
02iPn000005N4JNIA0,HFMHPowerhouse Jace,2268
02iPn000005N4JOIA0,VBISD_VoTech Niagara 4 FX JACE,2351
02iPn000005N4JPIA0,Fair Plain East N4 JACE,3022
02iPn000005N4KzIAK,HFMH South Tower Jace,2271
02iPn000005N4MbIAK,HFMH Endo Jace,2272
02iPn000005N4ODIA0,HFMH Sleep Room Office Jace,2274
02iPn000005N4PpIAK,HFMH Dual Duct Jace,2275
02iPn000005N4RRIA0,HFMH 13 Cath Lab Jace,2276
02iPn000005N4T3IAK,RTU-C Jace,2280
02iPn000005N4T4IAK,Niagara 4 JACE - 4 Front CU Muskegon,2326
02iPn000005N4UfIAK,1 - VPN Access Forticlient,2281
02iPn000005N4WHIA0,HFMH Generator Jace 1,2282
02iPn000005N4XtIAK,Adams-HS2 VUV BacNet Router,2284
02iPn000005N4XuIAK,ECY-303 Controller MAU_11,2443
02iPn000005N4ZVIA0,SeventhReformedGR - Remote connection to Niagara 4 JACE with Distech Controls when on CSI VPN,2286
02iPn000005N4ZWIA0,Dewater Router IP address,2959
02iPn000005N4b7IAC,PC189,2292
02iPn000005N4cjIAC,PC190,2293
02iPn000005N4eLIAS,Whirlpool - Stockton CA N4 JACE,2294
02iPn000005N4fxIAC,"Meijer 984/DC-90 PDA (Walker, MI)",2296
02iPn000005N4jBIAS,4 - Basement_G_Router,2299
02iPn000005N4knIAC,1 TEKTON Supervisor,2300
02iPn000005N4mPIAS,PlatingRouter,2301
02iPn000005N4o1IAC,1 - Mancelona Public Schools VPN,2302
02iPn000005N4o2IAC,OPS-HVAC,2877
02iPn000005N4pdIAC,S2 BacNet Router_6,2303
02iPn000005N4rFIAS,2 - Mancelona N4 Supervisor,2304
02iPn000005N4srIAC,Galesburg Stadium - Contemporary Controls Router,2305
02iPn000005N4uTIAS,Avigilon Chipkin FieldServer - Door Controls,2306
02iPn000005N4w5IAC,2 - Niagara 4 Supervisor,2307
02iPn000005N4w6IAC,Whirlpool_GCD,2346
02iPn000005N4xhIAC,Spring Lake Fire Dept N4 JACE,2308
02iPn000005N4zJIAS,1 - VPN,2309
02iPn000005N50vIAC,Middle School Boiler Protonode,2310
02iPn000005N52XIAS,St. Joseph State Street Branch N4  JACE,2313
02iPn000005N549IAC,BACnet Router 3rd Floor Offices,2316
02iPn000005N55lIAC,HFMH FRASER JACE,2317
02iPn000005N55mIAC,Business Travel,2411
02iPn000005N58zIAC,Davita Walker N4 Jace NOT ACTIVE,2323
02iPn000005N590IAC,Galesburg HS Jace_2,2645
02iPn000005N5AbIAK,2 - N4 Supervisor,2324
02iPn000005N5AcIAK,Bay Mills Hotel Jace HC-01,2879
02iPn000005N5CDIA0,All JACE and Server Credentials in Notes,2329
02iPn000005N5DpIAK,ALRO Process MAU -  Jackson MI - N4 JACE,2333
02iPn000005N5FRIA0,High School Bacnet Router Office Area,2337
02iPn000005N5H3IAK,1) Remote connection VPN (PaloAlto Global Protect VPN),2347
02iPn000005N5IfIAK,JOHNWRIGHT9F0C,2349
02iPn000005N5KHIA0,VBISD_VoTech BACnet Router,2352
02iPn000005N5LtIAK,Jetpack - 5029,2354
02iPn000005N5NVIA0,Jetpack - 4402,2359
02iPn000005N5NWIA0,DIGI Transport Router,2868
02iPn000005N5P7IAK,Jetpack - 9786,2360
02iPn000005N5TxIAK,Distech ECY-303 BC-D101 by Security Office,2367
02iPn000005N5VZIA0,DESKTOP-GV29B1F,2369
02iPn000005N5XBIA0,HFMH Chesterfield Jace,2372
02iPn000005N5XCIA0,MFCU Bluegrass,3023
02iPn000005N5YnIAK,East Lansing HS N4 JACE,2373
02iPn000005N5aPIAS,Distech JACE Phase 1,2374
02iPn000005N5c1IAC,Rivian JACE,2375
02iPn000005N5ddIAC,Remote Access N4 Vykon JACE,2376
02iPn000005N5fFIAS,Security JACE - SSL Certificate,2381
02iPn000005N5grIAC,Remote access,2383
02iPn000005N5iTIAS,HWS-S1000,2384
02iPn000005N5k5IAC,N4 Jace,2385
02iPn000005N5k6IAC,Boiler CSD 1,3029
02iPn000005N5lhIAC,JACE 5 AHU 2,2388
02iPn000005N5nJIAS,2 Manistee Public Schools WS,2389
02iPn000005N5ovIAC,N4_Jace,2394
02iPn000005N5qXIAS,1 HFMH Remote access (Cdean),2401
02iPn000005N5s9IAC,Building 5 | JACE,2402
02iPn000005N5tlIAC,Remote Access,2404
02iPn000005N5vNIAS,MT. Morris Early Childhood/Education Center,2405
02iPn000005N5vOIAS,Ford Campus Yamasaki JACE-01B1,2782
02iPn000005N5wzIAC,3 - Kent ISD EUS - Niagara 4 Vykon JACE,2406
02iPn000005N5ybIAC,2_Niagara 4 JACE - BASF_BC,2408
02iPn000005N60DIAS,1 - OpenVPN Configuration,2410
02iPn000005N61pIAC,Spare JACE FX 14.10,2412
02iPn000005N63RIAS,Brewery Park / Crane Publishing Remote Desktop,2413
02iPn000005N653IAC,RDP Server,2419
02iPn000005N66fIAC,JACE_1,2420
02iPn000005N69tIAC,Jackson Plastic AbsoluteAire Jene N4 JACE,2421
02iPn000005N69uIAC,HS .cafs etc,3418
02iPn000005N6BVIA0,ECY-1000 Controller for Heat Pump Loop,2423
02iPn000005N6BWIA0,1 - System Engineering Tool / 963 Host - Grand River MFG,2816
02iPn000005N6D7IAK,Horyzon C-10 touchscreen display,2424
02iPn000005N6EjIAK,Eaton Aerospace Jackson N4 JACE,2425
02iPn000005N6GLIA0,Remote Connection,2426
02iPn000005N6HxIAK,ECY-303 Controller EF_1,2430
02iPn000005N6LBIA0,ECY-303 Controller EF_3_8,2432
02iPn000005N6MnIAK,ECY-303 Controller MAU_1,2433
02iPn000005N6OPIA0,ECY-303 Controller MAU_3,2435
02iPn000005N6Q1IAK,ECY-303 Controller MAU_4,2436
02iPn000005N6TFIA0,ECY-303 Controller MAU_9,2441
02iPn000005N6UrIAK,ECY-303 Controller EF_37,2444
02iPn000005N6UsIAK,1 VPN Access (DeVos and Arena),2909
02iPn000005N6WTIA0,Niagara 4 JACE - MasonCo_HS_J1,2446
02iPn000005N6Y5IAK,Niagara 4 JACE - MasonCo_UE_J1,2448
02iPn000005N6ZhIAK,Niagara 4 JACE - MasonCo_SE_J1,2449
02iPn000005N6ZiIAK,ILES_01,3387
02iPn000005N6bJIAS,1 - Niagara 4 Supervisor - MasonCo_WS,2450
02iPn000005N6cvIAC,1 VPN Connection,2451
02iPn000005N6eXIAS,1 BASF Niagara 4 Workstation,2452
02iPn000005N6g9IAC,Alro_OshKosh_MUA_02,2454
02iPn000005N6hlIAC,1 - VPN Remote Access,2455
02iPn000005N6hmIAC,Western Parma New Elementary JACE 01,3395
02iPn000005N6jNIAS,JACE,2456
02iPn000005N6kzIAC,Livingston County Law Center N4 Jace,2457
02iPn000005N6l0IAC,Power Meter Welcome Center,2498
02iPn000005N6mbIAC,Livingston County Judicial N4 Jace,2458
02iPn000005N6mcIAC,Powell BACnet Router - AHU_12,2938
02iPn000005N6oDIAS,N4 Jene Jace,2459
02iPn000005N6oEIAS,Louisville_MAU_2,3242
02iPn000005N6ppIAC,LOYTEC LIP-3ECTC LON to IP Router,2460
02iPn000005N6rRIAS,Galesburg-Augusta Community Schools - High School N4 JACE-02,2461
02iPn000005N6t3IAC,N4 Jace,2462
02iPn000005N6ufIAC,N4 JACE,2467
02iPn000005N6ugIAC,1 - Remote Access (Team Viewer Upon Request),2854
02iPn000005N6yjIAC,DESKTOP-9286458,2627
02iPn000005N717IAC,Caledonia Athletic - JACE,2489
02iPn000005N72jIAC,Morley Stanwood AX JACE,2491
02iPn000005N74LIAS,BACnet Router - Concessions,2492
02iPn000005N75xIAC,BACnet Router - Power Meter 04,2493
02iPn000005N79BIAS,Portable Monitor (1),2494
02iPn000005N7AnIAK,Portable Monitor (2),2495
02iPn000005N7CPIA0,Portable Monitor (3),2496
02iPn000005N7E1IAK,Portable Monitor (4),2497
02iPn000005N7FdIAK,VPN (User Specific),2499
02iPn000005N7FeIAK,LG Smart 5,3275
02iPn000005N7HFIA0,JACE Configuration,2500
02iPn000005N7IrIAK,DTA_231_3rdFlr,2502
02iPn000005N7IsIAK,Niagara_SSLCert,2526
02iPn000005N7KTIA0,LAPTOP-51B812N7,2507
02iPn000005N7M5IAK,DESKTOP-GV29B1F,2512
02iPn000005N7M6IAK,Fieldhouse,3010
02iPn000005N7M7IAK,1 - Remote Access,3025
02iPn000005N7NhIAK,Bay Mills Ellen Marshall + Remote Access,2514
02iPn000005N7NiIAK,Alro Indy East,3153
02iPn000005N7PJIA0,HVAC-SERV,2515
02iPn000005N7QvIAK,Hvac-NewBuffLib,2516
02iPn000005N7SXIA0,DESKTOP-25E8R9P,2517
02iPn000005N7U9IAK,DESKTOP-7N3CJII,2518
02iPn000005N7VlIAK,BACnet Router - Horticulture (below Devos),2520
02iPn000005N7XNIA0,Trend963,2523
02iPn000005N7YzIAK,HVAC-CTRL,2525
02iPn000005N7cDIAS,Concorde Center Building N4,2528
02iPn000005N7dpIAC,MCSHVAC,2529
02iPn000005N7fRIAS,ALCOSO-CTRLR -  Automate Connection,2530
02iPn000005N7h3IAC,DESKTOP-JNMHENQ,2531
